strategy,tenor,N_days,mean_absW,median_absW,share_absW_le_5,share_absW_le_10
cip,3m,2088,2593.9702544337047,2464.109704392119,0.0,0.0
eq_spot_fut,index,744,45.81154164212825,40.49881524121622,0.006720430107526882,0.009408602150537635
tips_treas,10,250,22.85213226493883,26.3123481566685,0.108,0.132
tips_treas,2,250,21.412045508980864,22.542522198883972,0.06,0.152
tips_treas,5,250,14.099233380252645,16.151514161769633,0.168,0.252
ust_spot_fut,10,251,817.4581230633024,680.8666666666668,0.00398406374501992,0.00398406374501992
ust_spot_fut,2,251,755.6239043824701,709.1666666666667,0.0,0.0
ust_spot_fut,5,251,767.8420097388225,699.2555555555555,0.00398406374501992,0.00796812749003984
