strategy,series_id,tenor,regime,N_days,mean_W,median_W,p5_W,p95_W,mean_absW,share_absW_le_5,share_absW_le_10
eq_spot_fut,eq_NDX,index,post,189,43.55511365301409,32.29203842581888,26.68140881430897,70.86751962027026,43.55511365301409,0.0,0.0
eq_spot_fut,eq_NDX,index,pre,310,26.20830728396153,20.08976844039467,5.9052266717778314,56.56855859331618,26.645896588149515,0.025806451612903226,0.11290322580645161
eq_spot_fut,eq_NDX,index,relief,248,32.42441651651458,28.43087375321622,13.375077665757015,62.44038846279208,32.42816702965753,0.020161290322580645,0.028225806451612902
