event,strategy,spec,ref_bin,bin,bin_mid,estimate,se,ci_low,ci_high,nobs
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[-60,-41]",-50.5,26.14528777457061,11.974708084600383,2.6748599287538575,49.61571562038736,121
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[-40,-21]",-30.5,20.233918167700672,10.621802446333255,-0.5848146271125074,41.05265096251385,121
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[0,0]",0.0,24.328097105899445,13.618474478751185,-2.3641128724528784,51.02030708425177,121
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[1,20]",10.5,-1.6336366811366947,7.678331637140894,-16.683166689932847,13.415893327659457,121
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[21,40]",30.5,-34.61036066238554,9.323153175669423,-52.88374088669761,-16.336980438073468,121
2020-04-01,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[41,60]",50.5,-11.816132134635774,10.635038236470304,-32.66080707811757,9.028542808846021,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[-60,-41]",-50.5,26.528616037317292,12.450391166123755,2.1258493517147343,50.93138272291985,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[-40,-21]",-30.5,19.5189466715463,11.155406268772776,-2.345649615248341,41.38354295834094,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[0,0]",0.0,25.18471806211474,16.5171475186548,-7.188891074448662,57.55832719867814,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[1,20]",10.5,0.5298413901306098,14.578929052515829,-28.044859552800414,29.104542333061634,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[21,40]",30.5,-31.55072810340984,15.294440601766805,-61.52783168287277,-1.5736245239469007,121
2020-04-01,eq_spot_fut,DIRECT,"bin_[-20,-1]","bin_[41,60]",50.5,-6.8732943143337,19.524070015677136,-45.14047154506088,31.393882916393487,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[-60,-41]",-50.5,-8.033708583264586,2.281712899394863,-12.505865866078517,-3.5615513004506543,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[-40,-21]",-30.5,-6.523379554275633,1.6809936504022347,-9.818127109064012,-3.228631999487253,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[0,0]",0.0,9.37388869459599,2.352512985348233,4.762963243313454,13.984814145878527,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[1,20]",10.5,2.4560024671600695,3.4229994211978445,-4.253076398387706,9.165081332707846,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[21,40]",30.5,2.0091755643714206,2.8524405398209915,-3.581607893677723,7.599959022420564,121
2021-03-19,eq_spot_fut,TOTAL,"bin_[-20,-1]","bin_[41,60]",50.5,5.442767430615094,3.0847778276003304,-0.603397111481554,11.488931972711741,121
