Date,CIP_AUD_ln,CIP_CAD_ln,CIP_CHF_ln,CIP_EUR_ln,CIP_GBP_ln,CIP_JPY_ln,CIP_NZD_ln,CIP_SEK_ln
2010-02-23,1.7837763567939406,2.264171349517967,-4.891360668316099,11.929167539384382,5.586817723415727,14.041884357396135,-9.597245496598102,16.600378018005088
2010-02-24,-6.687416236835278,4.127356649318628,-4.2118272432695925,14.086607618352955,5.883083718713743,14.293671044594907,-16.81809294236321,19.12442735972636
2010-02-25,-10.852573193903694,3.783611234075893,-4.038644934044419,14.76510446431806,5.124298872289637,13.647924131981153,-9.164754094700188,18.75342042266466
2010-02-26,-10.119355684950232,3.765785444583816,-5.509552885387657,15.158484160852119,6.211839947111136,13.078586536009581,-9.269013229072359,16.460151864802153
2010-03-01,-7.299602113169668,4.400535672148614,-4.53887561886894,14.975326902625268,4.473660788355171,13.37619930761903,-13.166609186262082,16.59981359142457
2010-03-02,-11.502252905062203,5.879071411290162,-4.241463111111117,15.350019013596715,5.442890582416794,12.171260997545453,-21.151521021934773,16.835880296398848
2010-03-03,-15.10184869507198,5.2909372050043295,-3.449131416107629,14.820759994186854,4.892973080192141,11.245896141460655,-12.440699807383814,16.05538886293242
2010-03-04,-7.320520541174238,4.585834972773183,-5.8569645925559355,12.02178656642598,3.8039111191332116,10.372252835266183,-15.112902012646433,15.652990340231899
2010-03-05,-6.530463180998026,4.018875900532693,-5.131312826493579,11.133481978251496,5.579215472329182,10.180121180743935,-13.124955598510148,14.504734191404795
2010-03-08,-7.247034990267543,6.403196407759025,-3.1804530349111686,13.79306406338253,6.1762612894437625,12.31123406181339,-13.16482280101457,17.54913798001746
2010-03-09,-22.278875244201252,4.981517140327887,-5.72057438774493,13.582443765984337,5.494424010743684,11.98374823982587,-19.719042834592166,16.557309749662537
2010-03-10,-22.90778829158499,4.443060745942919,-4.145942441099576,12.684536826587461,5.37735848087353,11.78426375367591,-16.80463134533416,16.658351603371848
2010-03-11,-9.84234947012204,7.026563434593181,-6.041382106372812,13.060319141657743,4.397815866572121,11.28646674034011,-19.79379417944046,16.1078151618159
2010-03-12,-10.277867013687887,3.5176722525729005,-3.2453100654404685,13.933976050713344,3.9358676033125413,11.261499949139575,-20.194432956093593,16.32314999376312
2010-03-15,-8.833003508663577,3.3710889420779075,-0.928162379703547,17.218884649889105,5.630437573893284,14.384335025386664,-19.49417983593161,18.375297054518754
2010-03-16,-7.3671902182152875,5.463916108865296,-1.9208816022268644,17.42310032847336,6.112436611820723,11.957758159393144,-22.55570699542965,19.720648072082582
2010-03-17,-15.600207851148394,5.61030519708668,-0.8180506927122863,17.457017148644844,6.631597808438589,11.635496743050503,-18.540309021330025,20.777168806707337
2010-03-18,-6.66236331919571,4.311053145410505,-0.36985694813205466,16.51697441033787,5.872742230349144,12.91622461355355,-16.186379281750625,19.173163405869666
2010-03-19,-6.454769621228881,4.9102078280019965,-1.066398839417674,15.682539799942093,5.379458486505723,12.79536655665105,-17.475552393503335,17.348665374370405
2010-03-22,-5.5636711061339374,5.82227663731943,0.603923083767324,17.722505628284807,6.303735345567192,13.847513628314243,-12.96673243388365,17.97132219214974
2010-03-23,-4.833942084109299,6.025227849640498,0.9432174313640361,18.266761387854242,6.935443755837975,14.243689373473865,-18.513766991307836,18.695103934755537
2010-03-24,-16.200114134604853,4.934221059625732,1.7434471458694982,17.371681802847327,5.02631263078005,13.395964602055873,-12.83170079670794,19.301450642854647
2010-03-25,-5.826685931228891,4.13637157041547,-0.32952210689132094,16.50483841200238,4.606479219252035,11.634884202991149,-13.489276816804411,15.530775622826942
2010-03-26,-4.6547392156369485,4.4778390606848735,-1.884991167345133,15.212227799759003,5.46560847923695,11.155366012949663,-13.232716605866631,16.710843929597473
2010-03-29,-2.4354980419209964,6.889781004598715,-2.9145852318799346,17.631772086161387,6.392460948914384,11.104644082277478,-10.286375269645113,11.705803977443448
2010-03-30,-2.030040671560456,3.4954431839172164,-3.536250933902205,18.497113028121426,5.438503150694295,10.110789871875802,-11.968155235777141,16.46836935798589
2010-03-31,-1.4118773015024113,2.5559855862921115,-3.4640021983644265,18.815379555110447,5.70925780903233,10.683967996963084,-12.990988059795676,16.11107633429128
2010-04-01,-4.1610941377364945,3.1266023386510846,-1.9165304700241754,19.135054940623608,5.892546703007385,11.53657622075675,-13.523244795177234,16.59475407521085
2010-04-02,-3.6772892141998317,2.8691407530239768,-1.8245577271682085,18.57747620831701,5.728006238133639,11.529453043106187,-13.637301627734237,12.515042195970372
2010-04-05,-1.5380438685773161,2.6636190055595805,-3.3427122920357184,18.177878796119664,4.9507354965941,11.210359828291383,-11.591707781453248,11.55273558335571
2010-04-06,-8.407326455917419,2.2624406015038163,0.5298274590732639,18.632176335994668,5.358573120621338,12.297602161346513,-13.662100182967508,12.632704563950826
2010-04-07,3.2926712367512163,3.4893147317975735,2.6055407799604633,18.078747654498823,6.671367562694425,13.224676615599842,-12.39895405785849,16.91207367193064
2010-04-08,2.4921868864076795,4.848888023169201,4.043059378795724,17.99513787083645,7.353273290594581,14.224012487550384,-12.39627124279025,16.52538810010454
2010-04-09,3.618900722839663,4.1334365755970115,4.022194367938854,18.74825574202755,6.882106915540925,14.866968248179045,-11.973755311825506,13.335464313958319
2010-04-12,2.2459112138958255,2.25742616606385,4.210190672559824,18.80738335915732,5.936913010049231,13.877590128533265,-12.441280713014024,12.454211417184187
2010-04-13,3.789098528147049,1.928408041246667,4.543438922219394,19.708111012459526,6.607773507181793,13.802935789218404,-12.840966748408999,15.349043011822108
2010-04-14,1.5372820644215646,3.7922902551265363,4.667048443022445,20.32369150915445,7.705669269839751,15.684158241405063,-13.28252575382144,16.2876278304717
2010-04-15,-0.2498371505168986,2.6830258928370494,4.465708808785856,21.398407749111193,8.320102609018559,16.08532438986359,-12.973292749573822,16.58825853927244
2010-04-16,1.1277331846122358,5.180326007630433,3.4864523031285373,21.77445976272177,8.259802941221732,15.841938169174329,-12.293478980023544,17.764953135034155
2010-04-19,0.6272765529621209,3.9083086743987168,3.6737112101308718,22.418726934552716,8.562334559937055,16.498243035481618,-15.230569105626197,18.285294036989296
2010-04-20,2.154258583173061,5.887197547663767,3.708420672675211,21.94200954347379,7.946003702317258,16.606794400976824,-13.183501380420823,15.499390453716666
2010-04-21,0.7755222232941903,6.039586277509237,5.264685280860202,21.789792276699746,7.80880253244937,17.102900719850812,-12.043726129180497,16.217135070865723
2010-04-22,0.6551409286455722,6.4655421140034095,4.901446833496009,22.784186913955327,8.701792017266254,16.461506288090312,-10.863618079840677,16.680754810337906
2010-04-23,1.6097043442572356,7.593355949566897,5.670141361946564,22.60907836928062,7.947695629216822,16.47824162939367,-11.361396823453456,16.193816603430133
2010-04-26,3.232856389481821,8.331839429791803,7.259762471296832,22.46158137591963,8.305049818229634,17.02226063069743,-9.462573514819779,16.48457030632177
2010-04-27,2.5443827651391295,10.492842876452007,11.319044221959917,25.49487872854248,9.326093661854427,20.855198112462407,-8.08804068668663,16.24075872525535
2010-04-28,2.17004700215925,12.121112914075415,14.68725404814919,30.99110415296135,8.414318629780269,27.575645448516678,-18.220505487388152,23.555400285908203
2010-04-29,0.06979069823687903,10.99138477279086,12.469247222387883,27.92316522422384,11.648297856863334,23.163750825240253,-8.623716345801613,21.68024124496975
2010-04-30,0.36854253109543533,11.261917213971866,11.211914399187595,29.424532572280548,11.21890877644215,24.628854455108055,-9.700289201068665,18.632033596642977
2010-05-03,2.0152709360557637,15.089115729449926,16.657120690084376,28.352039627150845,11.97466490727701,24.215368217691477,-9.80178389717477,18.68520673262111
2010-05-04,5.577112517603016,12.483758910738166,18.75274195108841,29.596939284778106,13.10749447836294,26.19966323059023,-13.375683729359581,21.722799887396928
2010-05-05,-2.741882102524655,14.217823292440539,36.945390206579056,31.288645196875606,15.392800474907887,33.03083573933166,-9.40544689749116,28.968208518964946
2010-05-06,7.594900921236727,23.142571164851432,,51.041147414703275,11.78086345971868,45.23325780882423,-2.29823425991637,
2010-05-07,7.949415247910305,18.58972718417992,68.83607695403556,42.666516946143346,13.359568683138818,42.57739729127233,0.3615677068935508,46.80953554102909
2010-05-10,-1.1277185175746514,12.789940590947165,42.76232683792328,28.48017141333147,13.459591533526595,24.173912057879964,-11.258631641617072,30.090727007061805
2010-05-11,-0.7775302621583534,15.524238316151944,47.63148707305301,37.00759095083434,16.3148642387319,28.81151841939653,-15.127348216398625,41.93746765749356
2010-05-12,-9.298202334058693,13.458952055031945,28.27983590933189,36.86347594497239,16.637953783019398,29.191757506118652,-13.245496616733323,39.15010859435243
2010-05-13,2.9937364670051685,15.069989047051436,31.304141727881138,38.725269491473654,17.56592713465625,29.427461949416532,-5.215207664779911,39.94109980957677
2010-05-14,5.3107509806903535,17.077393771114693,47.417399529481486,42.992587758632716,21.289067131246885,33.86562390066339,-6.1593760769874155,42.5453032786952
2010-05-17,7.982506722714555,15.583977411739669,41.654989105236375,44.62603000184936,22.945858049890038,35.03055366107378,-3.9535980630257685,40.76588130845962
2010-05-18,6.225006556289424,16.528372287775785,39.29150256381141,43.52353239805891,24.397717371287257,34.21423571183436,-6.766309116594529,40.16251472905806
2010-05-19,-3.59976775581292,9.605060486743938,55.44921183755838,43.41927835193139,23.806042797660258,36.45287866074041,-3.778315485066801,43.89287072153112
2010-05-20,0.4402192396897164,13.331557668749731,84.68928559677062,44.24963133758841,25.500000000000004,38.50120088638395,-5.0229778616918495,42.60588779646236
2010-05-21,-7.344068108489977,14.20133077434604,94.7302435280508,48.5748234643156,28.334564172268948,47.761461586057905,-6.384902908985212,46.897944293468626
2010-05-24,-5.345917034849518,22.340887531359602,100.68249890999591,56.65154243636786,36.41459157935736,58.05460039095016,-5.120153254677858,55.394524019327186
2010-05-25,11.517532453906147,21.374941522195666,118.66101781436872,70.68601583769257,34.97764769627289,69.80778222170063,-6.839182522648166,71.26348678835694
2010-05-26,-10.516341300657114,18.57127040122087,92.23486825219906,65.6646750416205,34.490166724637966,61.05732607163459,-6.414010964864961,66.51802199821735
2010-05-27,2.6090285765931545,11.177794026831899,69.46226484281789,50.02532374781609,32.52222150877896,46.32807303824414,-6.53615256372371,53.036781675033644
2010-05-28,0.6007363195556633,15.50329486855535,65.06599642477165,56.71923613696377,34.531444260001656,46.46941034026124,-4.308048105648673,48.43978692056921
2010-05-31,5.438108783381058,12.90214489946104,70.67034594664713,60.53031335475127,36.74108345581568,48.05009456102358,-0.8262833550508331,50.15815817881663
2010-06-01,6.096670487943657,19.310537953706014,74.2248713994417,59.59335738133106,35.11294696496194,49.045922933178815,-6.083753154702137,48.6049249172316
2010-06-02,-8.349755177064138,14.494137048911755,73.21834069666743,59.4125544904622,34.95317261915521,47.121148081396335,-1.6173043443324124,45.59735436923123
2010-06-03,2.6096045323498833,9.928313566045732,56.25519158523674,55.58916138358183,32.55060351311197,42.22336294016414,-7.349458380943937,45.323236044947194
2010-06-04,0.489986178716967,14.140600706385978,65.90880700542694,53.963725331347256,31.934653657096074,45.389904362812935,-5.4070409479341865,46.548432126198044
2010-06-07,1.7994414697856866,14.983290869393095,57.61787999347827,57.162299958274644,33.711208269178016,49.75702647665088,-2.4538374634197004,50.2799365505185
2010-06-08,1.5582997345811112,16.10549822413727,50.377367532033496,54.09734583954069,34.86353753111162,48.10644059199991,-13.923078014228727,46.6751440260599
2010-06-09,-9.379017699664198,13.967721189838338,46.48885500980779,50.776434613995484,32.293288051254414,44.232436542361604,-3.9479519443963222,47.78289298324643
2010-06-10,-0.4238880562343166,14.52741271644571,44.82623385670133,50.65085077712978,33.064464414837424,44.062053977722805,-7.999487451515307,48.21065854979938
2010-06-11,-0.9702944890536969,14.558750421367703,40.63785347262996,51.17654231632912,32.58523787056569,47.4434810314823,-9.662911488174108,48.72212333563497
2010-06-14,-0.1913309518759062,15.126136564363414,40.99701874153208,50.53710360953713,32.85845403780408,47.47699475956701,-8.659192296081438,47.36743422254924
2010-06-15,1.132830939115535,20.40791672115629,47.28947164345939,52.07441067860619,33.44231422422313,48.96305150657765,-15.771914975587576,47.958648404148576
2010-06-16,-8.80806080038894,16.22237682894707,44.13758524013361,51.83136044035195,33.19460578869046,46.91780155652433,-8.865468116076064,51.08498209870935
2010-06-17,1.6313101581577052,16.27218101174491,38.80328998088749,51.42290503816059,32.267090285339556,46.88417294126997,-10.486776569042116,48.160919014609334
2010-06-18,-0.25013445764610065,16.34640672766573,35.44658078046863,50.386198314568105,30.028584439593264,46.13295704039519,-7.507482696385674,47.9666242163771
2010-06-21,-1.901548600622546,16.29317782555325,37.5908557648367,49.07917757402332,29.436483218204557,45.92678112678133,-6.425242296967593,46.47910999651585
2010-06-22,-0.3045685299965387,15.096326762606601,41.28113479963268,48.66318156132586,29.188951157726848,46.27266102357197,-11.583324156557218,44.32740144294765
2010-06-23,-4.3795960535491885,20.861985982653497,49.4220425362885,52.14113511868468,29.006973180482586,47.81946336750023,-2.189048953512313,45.312490088187594
2010-06-24,4.998629610251139,20.789962431433125,44.247524769652415,51.3354632748211,28.34475204551719,47.82306690429101,-2.0450320266452575,45.217784673817846
2010-06-25,3.1391944883071106,21.6696579546649,38.286665526280906,49.52809248605385,28.709560528619747,48.156092378560494,-0.7805447990799327,45.32773158998844
2010-06-28,0.8991283539052166,20.497966864894394,39.32263764273182,49.72579221649484,29.17033547626374,48.3446067775512,-2.01057342599429,31.11202689778078
2010-06-29,1.3655442312312518,18.700418040577446,42.00432529965455,47.83562024965824,28.08624830948942,50.12280192279634,-8.325653261601188,39.325146569323294
2010-06-30,-11.602326957395439,18.870567862262575,41.34929870980553,49.703325251986925,27.076419822139787,52.53703722291257,-1.154819701836814,36.119038967940554
2010-07-01,-0.06811362117220121,17.70191949342552,44.67308399262171,42.550818922088425,25.868783409883047,53.40132025256324,-5.556428358875135,33.81130444563255
2010-07-02,-0.2294731363986619,19.512123458799664,53.95780322933782,43.88099709428096,26.809091954345536,52.669370289166686,-5.93778521798066,34.72417155546699
2010-07-05,-1.2225689846736458,19.147004299060193,53.328496927813276,44.48475153415409,25.43900905960034,51.565177785402646,-5.846837283313183,33.428054847578764
2010-07-06,-0.27532811951833275,18.32391804737224,43.3490151407258,43.154265459499406,23.637092517799307,44.52297788447902,-15.60975573868047,31.543991882228266
2010-07-07,-15.10162484259838,18.18223951450484,42.66052425862866,47.85237728911506,24.610832019232042,43.36473719991282,-4.1095258160517485,29.812118065732527
2010-07-08,-2.6268696816709753,16.599386031239558,28.190930000127448,43.15302432203366,20.644418414759457,38.37405431807207,-5.1123631641747815,28.04984558327084
2010-07-09,-1.4409031228487692,14.734232530065176,28.90328703943109,38.351670630374805,20.57724067585186,36.24361829586359,-6.580047423187404,23.647979998483873
2010-07-12,-0.8907851494329572,15.009920997299835,29.422357847602676,38.20150400195124,20.95711015080569,41.907094687035986,-6.640271606613048,25.512845347617663
2010-07-13,0.24711644706155175,15.360963191871065,29.582049257685934,38.702220740572145,20.861792940049313,43.20502908765643,-10.289628843807,24.03726471532197
2010-07-14,-9.592272007649,16.456858452496814,23.326916231661592,36.51022190978896,19.332692602805004,40.670251910764584,-6.378145041325855,24.406861192322808
2010-07-15,-0.6142576929389306,15.674030506341218,19.867635207930707,36.27009325916505,18.066009572300914,40.10848178945056,-6.73665147200492,21.583489903886452
2010-07-16,-0.8911803449342137,16.823998661834853,15.958777219082554,33.17740183428022,16.403957664513573,39.91889235129368,-7.6844511664610575,18.094393251591384
2010-07-19,-0.28578678611103314,14.417584017690753,17.783372585326838,34.11672931272797,17.445393770219173,39.773275378694365,-7.8145579523393875,17.188458506910848
2010-07-20,-0.9337128115346603,14.034940643895222,21.74142339607544,32.54666817129078,17.651031134120686,36.830100246514405,-17.550700870813248,20.579897691533752
2010-07-21,-14.162414065170418,15.602217725724344,29.574009423845485,31.768240566458363,17.717998386891303,34.522911007151315,-13.917401323073038,20.87873748600472
2010-07-22,-4.900869544485513,13.640917864704326,25.25804418034721,29.992978575570987,16.412549762172425,35.324585740702126,-7.626931871057901,21.684608288243048
2010-07-23,-4.817148060287624,14.436532342618229,22.62743505631425,32.10932022563219,16.239260163131732,36.815025701828226,-10.886254405622285,21.238399185217062
2010-07-26,-4.7336760727216864,14.704271496682951,18.581084112386794,30.50708429272033,15.61460708784393,34.661606885239266,-10.246843254626198,24.08007731652986
2010-07-27,-4.369699426199408,13.044056491333373,10.528295254775792,28.638030245432017,14.992264654123028,31.332144345989736,-10.502710329103342,18.364022785067224
2010-07-28,2.244486570396945,12.161320526869908,9.075362853219161,26.354842721917038,15.169092195588147,23.479885151659996,-6.886798179276722,17.968384171487177
2010-07-29,-3.025823022467331,13.253531178837585,8.008113738922995,25.384628410041117,14.077154125756621,23.61985959534292,-5.063276207461942,16.57938981538139
2010-07-30,0.03717506879366257,12.076970252939734,15.404600968821999,26.617361418768457,13.363306558651395,23.707286135203194,-4.767416161366676,17.002133110319814
2010-08-02,0.2450966515341415,10.362398594707114,16.20721927263219,26.331788127729876,13.397587630234648,24.619428744243418,-4.925845617977859,13.004636359582914
2010-08-03,-0.39708217791501477,11.440538185990468,17.10191832795285,27.00776993587734,12.614910323880208,23.5544956513627,-13.059027178836342,15.77038042790869
2010-08-04,-11.7976324449364,11.635175351377537,18.3219397901303,27.343031308448623,11.996415641425846,22.694950665234003,-15.09757287815063,16.840686438116354
2010-08-05,-3.045576611808542,11.017214992285606,15.75746139732071,26.748240897135034,11.337727580409469,23.699369576355025,-9.310294067213828,16.2574099823838
2010-08-06,-2.4034681028150726,8.799651896599979,16.950529360126723,25.705471721179624,11.394878926846,24.910371594635777,-10.944261242512608,16.819138215344484
2010-08-09,-7.395611339481862,8.64775063281402,17.736187800704904,23.757681366263764,11.203528321917608,25.645048545760414,-13.198981317293363,16.606488457151716
2010-08-10,-3.4739437353572624,11.052737093751523,16.271450738171335,19.996733512331502,11.229483217221453,24.740941104210258,-19.520768685744233,15.951098402306572
2010-08-11,-12.884234224328466,7.5863723432453956,11.533582446566056,20.689661772318875,9.356910052336946,23.846494163357193,-13.116955406980198,15.672634827712296
2010-08-12,-1.9036535286122858,8.292451784303488,17.57166929619241,22.59860773308214,13.334990255005463,29.38268136116481,-10.87179715942973,20.94944553740122
2010-08-13,-1.1996522844183846,10.035118180480303,13.039044272315182,22.05588254426766,11.008026125144594,28.150618819902537,-9.957023961869806,18.634875015826807
2010-08-16,-2.3004599869572218,8.75212122263801,12.802264980633248,22.48062779609085,12.00449987934377,28.984451977122045,-8.457535240771966,19.271434867072294
2010-08-17,-4.76987052078438,6.673362445836952,11.952564729963477,21.71651004378437,9.29849737546619,27.036548052204154,-8.688209585187439,19.41938448606299
2010-08-18,-15.543433555354522,6.753328857128816,12.081256318610524,20.874130049333235,8.229204548826834,27.681282377797913,-11.439973856670656,16.870987640031913
2010-08-19,-5.216081313771563,4.792466828130561,13.98808193887493,-22.949139790071722,10.255893708126258,27.545411793001374,-11.17913321965658,14.11701207934427
2010-08-20,-4.9196354792207595,3.745531171321678,10.7999824586202,20.71200370112439,9.988283027614285,29.06601246194389,-9.786691690068434,17.606808289553005
2010-08-23,-9.669658583123372,6.302975005402734,12.866177904999613,21.4179565752511,9.698075889060737,29.902456146627685,-14.006631734990544,15.051549765503726
2010-08-24,-4.813367887493872,4.760228275197298,16.898535835966833,22.34666238380719,10.700659645465006,31.729000017795208,-17.63654429775801,13.567970141122967
2010-08-25,-13.795044458523577,5.137706686602793,19.98481506961525,25.169518147959252,10.57558365877659,33.72733322536959,-12.400269985221026,15.11639237709336
2010-08-26,-4.563593617569108,3.2733037925682975,11.416879803567507,22.98341689631998,9.638671011562312,28.337545948334178,-11.087654009068974,12.335433821840017
2010-08-27,-1.7123816694006093,5.079602403772186,11.229443462083214,24.07755016667405,8.326307317087027,29.31196222553839,-7.805168684674817,9.804908653752099
2010-08-30,-3.2847057598798646,6.01206677597158,3.6242694708722407,23.406783149890433,7.820952222175334,30.582779588623463,-9.710566131448306,9.740166905398478
2010-08-31,-3.9164238104436357,7.204149190692054,9.451986747187837,25.01315172994674,7.797598472327925,29.438288208402664,-7.191829224346029,9.288566685008908
2010-09-01,-3.176808748122991,5.320884761712056,11.115812361363702,23.934996392532454,8.648555617247787,27.531105410903884,-5.657587998262145,10.55991663258736
2010-09-02,-2.6805473716262997,3.862545814036463,10.702689042617799,22.25196897813051,5.74889369522921,26.99917852233273,-4.5652648796438315,11.76885728691514
2010-09-03,-3.8873589995706164,2.1742065437839617,11.549235701081132,18.733054087156162,4.2459686609215455,27.0581194163123,-8.14014066762018,9.925013836496237
2010-09-06,-3.379018602878135,2.3297340790895014,9.488543223736606,18.77020978740446,5.393417392046108,25.79196063743764,-7.331964019799535,7.141845948379628
2010-09-07,0.05909951745136166,1.4371154570370415,9.668397982935241,21.925348677126962,5.228312241714079,26.751873371685942,-6.3454285070044225,4.450475266345544
2010-09-08,0.7593555491236526,11.601899275101024,9.614226347803793,22.18759211227015,6.082355817948869,29.856912358715398,-7.337400852428094,8.038792742832442
2010-09-09,-1.0728088110712104,3.8409828452596444,7.808268153151984,21.193465378371734,5.070583656083588,26.852470278116385,-9.005245123107407,9.728269207413765
2010-09-10,-0.7390156699723553,3.475262755588608,7.15377262539005,19.00856897705318,3.503718069778456,24.993842940763013,-8.274159238715159,9.462423699249166
2010-09-13,0.8516042509556068,4.2489879702354125,9.459447401039332,17.54837077884618,4.746099020695705,25.264969185212003,-8.149839931146579,10.101807423635229
2010-09-14,1.479254808664592,1.0478261453458195,9.953675626063829,18.033620707762736,4.703034819686252,25.439918433125243,-7.775075152705162,10.731718755611018
2010-09-15,0.9295147677781945,1.3548704337537805,6.743833304264104,18.36732312948914,4.883983777531128,29.632935011811448,-8.03071590468253,10.184433109243948
2010-09-16,1.0751714470682021,2.2335091861971152,7.881303826181455,20.130339286534667,5.3571300302929075,33.377236447562986,-9.02833951123197,9.793688964519186
2010-09-17,2.0182277994392317,3.7503673354283675,6.670559984176209,22.585262518054176,5.646721906375604,39.21778245739353,-8.32527260232373,12.571625570115632
2010-09-20,-0.5287083148289555,4.413276185248919,6.139593154230968,22.93806875318354,5.802489440347837,38.21109450597544,-8.057332125965639,12.341367150792834
