Date,Term1_Futures_Price,Term1_Volume,Term1_OpenInterest,Term1_ContractSpec,Term1_SettlementDate,Term1_TTM,Term2_Futures_Price,Term2_Volume,Term2_OpenInterest,Term2_ContractSpec,Term2_SettlementDate,Term2_TTM,Index,OIS,CumDiv_current,Daily_Div_x,CumDiv_Term1,Daily_Div_y,CumDiv_Term2,Div_Sum1,Div_Sum2,Div_Sum1_Comp,Div_Sum2_Comp,implied_forward_raw,cal_NDX_rf,ois_fwd_raw,ois_fwd_NDX,spread_NDX,spread_NDX_filtered
2010-01-19,1889.75,330937.0,337906.0,MAR 10,2010-03-19,59.0,1887.0,120.0,2504.0,JUN 10,2010-06-18,150.0,NDX,0.0014149999999999,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.6206158288157226,6.476063526942708,0.0005841602532190571,0.23109636391083577,0.00035759762767240133,0.14146719336490604,8.962917054592973,0.08962917054592973
2010-01-20,1867.0,400138.0,316675.0,MAR 10,2010-03-19,58.0,1864.5,827.0,3143.0,JUN 10,2010-06-18,149.0,NDX,0.0014099999999999,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.6206096237713337,6.476044104477708,0.0007249783585661085,0.28680462536681217,0.00035633571906901196,0.1409679767745542,14.583664859225799,0.14583664859225798
2010-01-21,1841.0,496670.0,325303.0,MAR 10,2010-03-19,57.0,1838.25,841.0,3739.0,JUN 10,2010-06-18,148.0,NDX,0.0014299999999999,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.620608641154334,6.4760580418947225,0.0005996078561711915,0.23720750354025158,0.0003613903974131194,0.14296762974584945,9.423987379440213,0.09423987379440213
2010-01-22,1797.75,523241.0,343220.0,MAR 10,2010-03-19,56.0,1795.25,271.0,3855.0,JUN 10,2010-06-18,147.0,NDX,0.00145,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.6206075129644453,6.476071619636458,0.0007528806019247991,0.2978428754867337,0.00036644512404415686,0.14496730181966644,15.287557366706729,0.15287557366706728
2010-01-25,1798.5,337890.0,348509.0,MAR 10,2010-03-19,53.0,1796.0,198.0,3900.0,JUN 10,2010-06-18,144.0,NDX,0.00147,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.620595539594334,6.47605840157,0.0007525664107848051,0.29771858009069213,0.00037150293390664224,0.14696819363339694,15.075038645729519,0.1507503864572952
2010-01-26,1796.5,415632.0,357335.0,MAR 10,2010-03-19,52.0,1794.0,497.0,3912.0,JUN 10,2010-06-18,143.0,NDX,0.0014399999999999,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.6205845124480005,6.47600660833,0.0007533803501276193,0.29804057807246476,0.00036392430374476703,0.14397005422869905,15.407052384376572,0.1540705238437657
2010-01-27,1809.0,439993.0,369022.0,MAR 10,2010-03-19,51.0,1806.25,795.0,4501.0,JUN 10,2010-06-18,142.0,NDX,0.0014724999999999,0.26226700000000003,0.0,2.8825790000000007,0.0,6.736422,2.6203120000000006,6.474155,2.620585304000584,6.476035157555174,0.0006101994327742943,0.24139757780081975,0.00037213764831367513,0.1472192894427726,9.417828835804714,0.09417828835804715
2010-01-28,1770.5,566047.0,400697.0,MAR 10,2010-03-19,50.0,1768.0,1357.0,4936.0,JUN 10,2010-06-18,141.0,NDX,0.0015,0.377939,0.0,2.8825790000000007,0.0,6.736422,2.5046400000000006,6.358483,2.5049009000000004,6.360350804381249,0.000764493038735159,0.30243680653259036,0.0003790876900644502,0.14996875650901326,15.24680500235771,0.1524680500235771
2010-01-29,1739.25,533600.0,403801.0,MAR 10,2010-03-19,49.0,1736.5,542.0,5041.0,JUN 10,2010-06-18,140.0,NDX,0.0014399999999999,0.377939,0.0,2.8825790000000007,0.0,6.736422,2.5046400000000006,6.358483,2.5048854547200006,6.36026337524,0.0006346346031529393,0.251064238609954,0.0003639286699805844,0.14397178153078063,10.70924570791734,0.10709245707917339
2010-02-01,1755.75,341074.0,407199.0,MAR 10,2010-03-19,46.0,1753.25,410.0,5150.0,JUN 10,2010-06-18,137.0,NDX,0.00145,0.377939,0.0,2.8825790000000007,0.0,6.736422,2.5046400000000006,6.358483,2.5048720270666673,6.360237323122152,0.0007708582627119487,0.3049549171168149,0.00036645988090544535,0.14497313969885753,15.998177741795736,0.15998177741795735
2010-02-02,1769.0,329111.0,405500.0,MAR 10,2010-03-19,45.0,1766.5,659.0,5359.0,JUN 10,2010-06-18,136.0,NDX,0.00149,0.377939,0.0,2.8825790000000007,0.0,6.736422,2.5046400000000006,6.358483,2.5048732446000006,6.360272559715443,0.0007651118185370009,0.3026815985421103,0.00037656875295866143,0.1489722539177122,15.37093446243981,0.1537093446243981
2010-02-03,1785.5,312677.0,413642.0,MAR 10,2010-03-19,44.0,1783.0,1771.0,6164.0,JUN 10,2010-06-18,135.0,NDX,0.00153,0.709403,0.0,2.8825790000000007,0.0,6.736422,2.1731760000000007,6.027019,2.1733791919560006,6.028748001075625,0.0007581747453957455,0.2999372619148004,0.000386677691271764,0.1529713943492693,14.696586756553112,0.14696586756553112
