Date,Term1_Futures_Price,Term1_Volume,Term1_OpenInterest,Term1_ContractSpec,Term1_SettlementDate,Term1_TTM,Term2_Futures_Price,Term2_Volume,Term2_OpenInterest,Term2_ContractSpec,Term2_SettlementDate,Term2_TTM,Index,OIS,CumDiv_current,Daily_Div_x,CumDiv_Term1,Daily_Div_y,CumDiv_Term2,Div_Sum1,Div_Sum2,Div_Sum1_Comp,Div_Sum2_Comp,implied_forward_raw,cal_SPX_rf,ois_fwd_raw,ois_fwd_SPX,spread_SPX,spread_SPX_filtered
2010-01-28,1079.25,3030021.0,2613642.0,MAR 10,2010-03-19,50.0,1074.5,3162.0,13965.0,JUN 10,2010-06-18,141.0,SPX,0.0015,1.174439,0.0,4.898752,0.001966,10.441348,3.724313,9.266909,3.724700949270833,9.26963115451875,0.0007340247233393882,0.29038340703536236,0.0003790876900644502,0.14996875650901326,14.04146505263491,0.1404146505263491
2010-01-29,1070.5,3042043.0,2638822.0,MAR 10,2010-03-19,49.0,1065.5,1678.0,14065.0,JUN 10,2010-06-18,140.0,SPX,0.0014399999999999,1.177237,0.0,4.898752,0.001966,10.441348,3.721515,9.264111,3.72187970847,9.26670495108,0.000507181293643022,0.20064314913350323,0.0003639286699805844,0.14397178153078063,5.6671367602722595,0.056671367602722594
2010-02-01,1086.25,1896011.0,2619197.0,MAR 10,2010-03-19,46.0,1081.5,714.0,14104.0,JUN 10,2010-06-18,137.0,SPX,0.00145,1.177586,0.0,4.898752,0.001966,10.441348,3.721166,9.263762,3.721510724683611,9.266317897668472,0.0007291999517091696,0.2884747061706605,0.00036645988090544535,0.14497313969885753,14.350156647180299,0.14350156647180298
2010-02-02,1097.25,2102320.0,2693741.0,MAR 10,2010-03-19,45.0,1092.5,2778.0,15752.0,JUN 10,2010-06-18,136.0,SPX,0.00149,1.182007,0.0,4.898752,0.001966,10.441348,3.716745,9.259341,3.717091121878125,9.261946990083665,0.0007219615142135538,0.28561114848008723,0.00037656875295866143,0.1489722539177122,13.663889456237502,0.13663889456237502
2010-02-03,1096.5,1883086.0,2684501.0,MAR 10,2010-03-19,44.0,1091.5,1019.0,15739.0,JUN 10,2010-06-18,135.0,SPX,0.00153,1.552303,0.0,4.898752,0.001966,10.441348,3.346449,8.889045,3.3467618929814997,8.891595044784374,0.0004953718742284341,0.19597129090355636,0.000386677691271764,0.1529713943492693,4.299989655428707,0.04299989655428707
2010-02-04,1061.75,3296423.0,2733407.0,MAR 10,2010-03-19,43.0,1057.0,1899.0,15969.0,JUN 10,2010-06-18,134.0,SPX,0.0015,1.5816379999999999,0.0,4.898752,0.001966,10.441348,3.317114,8.85971,3.317411158129167,8.862183335708332,0.0007462177222332667,0.2952070109933802,0.0003790987448084593,0.14997312981433555,14.523388117904465,0.14523388117904465
2010-02-05,1059.75,3963729.0,2752149.0,MAR 10,2010-03-19,42.0,1055.0,3104.0,17456.0,JUN 10,2010-06-18,133.0,SPX,0.00148,1.5857679999999998,0.0,4.898752,0.001966,10.441348,3.312984,8.85558,3.3132700209520003,8.858001017176665,0.0007475857915861805,0.29574822524288463,0.0003740465257442427,0.14797444974497515,14.777377549790948,0.1477737754979095
2010-02-08,1056.0,2046336.0,2795324.0,MAR 10,2010-03-19,39.0,1051.0,2249.0,16227.0,JUN 10,2010-06-18,130.0,SPX,0.00154,1.9326519999999998,0.0,4.898752,0.001966,10.441348,2.9661,8.508696,2.9663474221749997,8.511061890193334,0.0005143831712350888,0.20349224356552964,0.0003892128441016496,0.15397431195230094,4.95179316132287,0.049517931613228705
2010-02-09,1066.25,3014373.0,2810384.0,MAR 10,2010-03-19,38.0,1061.5,8742.0,23456.0,JUN 10,2010-06-18,129.0,SPX,0.0015199999999999,1.9695129999999998,0.0,4.898752,0.001966,10.441348,2.929239,8.471835,2.929473990062,8.474142163065,0.0007432504947344487,0.2940331627520896,0.0003841605857903829,0.151975616356635,14.205754639545463,0.14205754639545462
2010-02-10,1063.25,2200307.0,2813255.0,MAR 10,2010-03-19,37.0,1058.5,2791.0,25808.0,JUN 10,2010-06-18,128.0,SPX,0.0015,2.2310399999999997,0.0,4.898752,0.001966,10.441348,2.6677120000000003,8.210308,2.667917636133333,8.212497415466666,0.0007454418076540126,0.2949000557752138,0.0003791082208159935,0.14997687856456884,14.492317721064493,0.14492317721064493
2010-02-11,1076.5,2261897.0,2826210.0,MAR 10,2010-03-19,36.0,1071.75,3601.0,27197.0,JUN 10,2010-06-18,127.0,SPX,0.0015,2.3873349999999998,0.0,4.898752,0.001966,10.441348,2.5114170000000002,8.054013,2.5116053562750005,8.056143957606249,0.0007363577902101959,0.2913063785446929,0.00037910980019661977,0.14997750337448695,14.132887517020592,0.14132887517020593
