Date,Term1_Futures_Price,Term1_Volume,Term1_OpenInterest,Term1_ContractSpec,Term1_SettlementDate,Term1_TTM,Term2_Futures_Price,Term2_Volume,Term2_OpenInterest,Term2_ContractSpec,Term2_SettlementDate,Term2_TTM,Index,OIS,CumDiv_current,Daily_Div_x,CumDiv_Term1,Daily_Div_y,CumDiv_Term2,Div_Sum1,Div_Sum2,Div_Sum1_Comp,Div_Sum2_Comp,implied_forward_raw,cal_INDU_rf,ois_fwd_raw,ois_fwd_INDU,spread_INDU,spread_INDU_filtered
2010-01-19,10670.0,118550.0,69441.0,MAR 10,2010-03-19,59.0,10608.0,160.0,293.0,JUN 10,2010-06-18,150.0,INDU,0.0014149999999999,11.676328,0.0,66.742116,0.0,137.80560500000004,55.065788,126.12927700000004,55.072172954598855,126.16645885978234,0.0008479463595703063,0.33545130708275855,0.00035759762767240133,0.14146719336490604,19.39841137178525,0.1939841137178525
2010-01-20,10557.0,157058.0,66866.0,MAR 10,2010-03-19,58.0,10496.0,81.0,320.0,JUN 10,2010-06-18,149.0,INDU,0.0014099999999999,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.74636785743607,122.83981317799754,0.000951426772831665,0.37638861342791147,0.00035633571906901196,0.1409679767745542,23.54206366533573,0.23542063665335727
2010-01-21,10338.0,208152.0,71144.0,MAR 10,2010-03-19,57.0,10277.0,190.0,290.0,JUN 10,2010-06-18,148.0,INDU,0.0014299999999999,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.746348454751946,122.84007754767671,0.000971508711993474,0.38433311683258314,0.0003613903974131194,0.14296762974584945,24.13654870867337,0.2413654870867337
2010-01-22,10151.0,213602.0,68581.0,MAR 10,2010-03-19,56.0,10090.0,46.0,300.0,JUN 10,2010-06-18,147.0,INDU,0.00145,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.7463261775961,122.84033509491253,0.0009893423392697276,0.3913881781726395,0.00036644512404415686,0.14496730181966644,24.642087635297305,0.24642087635297305
2010-01-25,10140.0,139820.0,64757.0,MAR 10,2010-03-19,53.0,10079.0,72.0,296.0,JUN 10,2010-06-18,144.0,INDU,0.00147,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.746089752296946,122.84008437012004,0.0009904087610632661,0.3918100593217317,0.00037150293390664224,0.14696819363339694,24.484186568833476,0.24484186568833474
2010-01-26,10138.0,164295.0,65764.0,MAR 10,2010-03-19,52.0,10077.0,203.0,302.0,JUN 10,2010-06-18,143.0,INDU,0.0014399999999999,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.74587201106399,122.83910193828004,0.000990528130337287,0.39185728233123446,0.00036392430374476703,0.14397005422869905,24.788722810253542,0.2478872281025354
2010-01-27,10195.0,189543.0,68810.0,MAR 10,2010-03-19,51.0,10134.0,57.0,316.0,JUN 10,2010-06-18,142.0,INDU,0.0014724999999999,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.74588764100398,122.83964346971963,0.000985069400509797,0.3896977848170626,0.00037213764831367513,0.1472192894427726,24.247849537428998,0.24247849537428998
2010-01-28,10062.0,195686.0,63266.0,MAR 10,2010-03-19,50.0,10001.0,147.0,334.0,JUN 10,2010-06-18,141.0,INDU,0.0015,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.74588063447916,122.84005366912504,0.0009980647283192035,0.3948387936207838,0.0003790876900644502,0.14996875650901326,24.487003711177053,0.24487003711177052
2010-01-29,10017.0,189885.0,66205.0,MAR 10,2010-03-19,49.0,9956.0,231.0,445.0,JUN 10,2010-06-18,140.0,INDU,0.0014399999999999,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.745561568117985,122.83836511440005,0.0010023893725952249,0.3965496419058033,0.0003639286699805844,0.14397178153078063,25.25778603750226,0.2525778603750226
2010-02-01,10137.0,121767.0,63440.0,MAR 10,2010-03-19,46.0,10076.0,31.0,445.0,JUN 10,2010-06-18,137.0,INDU,0.00145,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.745284181596794,122.83786195920419,0.0009905613984948491,0.3918704433605997,0.00036645988090544535,0.14497313969885753,24.689730366174214,0.24689730366174215
2010-02-02,10224.0,137521.0,61803.0,MAR 10,2010-03-19,45.0,10163.0,125.0,487.0,JUN 10,2010-06-18,136.0,INDU,0.00149,15.001625,0.0,66.742116,0.0,137.80560500000004,51.74049099999999,122.80398000000004,51.74530933322437,122.8385424979267,0.0009822385492110897,0.3885778875999915,0.00037656875295866143,0.1489722539177122,23.96056336822793,0.2396056336822793
2010-02-03,10241.0,112524.0,59178.0,MAR 10,2010-03-19,44.0,10180.0,69.0,500.0,JUN 10,2010-06-18,135.0,INDU,0.00153,20.953151000000002,0.0,66.742116,0.0,137.80560500000004,45.78896499999999,116.85245400000004,45.79324626822749,116.8859760477413,0.0009811346974601953,0.38814119899524213,0.000386677691271764,0.1529713943492693,23.516980464597285,0.23516980464597284
2010-02-04,9979.0,201473.0,61474.0,MAR 10,2010-03-19,43.0,9917.0,169.0,512.0,JUN 10,2010-06-18,134.0,INDU,0.0015,20.953151000000002,0.0,66.742116,0.0,137.80560500000004,45.78896499999999,116.85245400000004,45.79306692811458,116.88507531007502,0.0009069522254734341,0.35879428700047944,0.0003790987448084593,0.14997312981433555,20.88211571861439,0.20882115718614389
2010-02-05,9941.0,242218.0,61975.0,MAR 10,2010-03-19,42.0,9879.0,168.0,525.0,JUN 10,2010-06-18,133.0,INDU,0.00148,20.953151000000002,0.0,66.742116,0.0,137.80560500000004,45.78896499999999,116.85245400000004,45.792918113978324,116.88440016256303,0.0009103505122345368,0.3601386641806959,0.0003740465257442427,0.14797444974497515,21.216421443572074,0.21216421443572075
2010-02-08,9895.0,136084.0,62745.0,MAR 10,2010-03-19,39.0,9833.0,67.0,531.0,JUN 10,2010-06-18,130.0,INDU,0.00154,28.283920000000002,0.0,66.742116,0.0,137.80560500000004,38.458195999999994,109.52168500000005,38.46140405451632,109.5521381129681,0.0009151627704255816,0.36204241467385645,0.0003892128441016496,0.15397431195230094,20.806810272155552,0.20806810272155551
2010-02-09,10004.0,184076.0,60741.0,MAR 10,2010-03-19,38.0,9941.0,171.0,533.0,JUN 10,2010-06-18,129.0,INDU,0.0015199999999999,28.283920000000002,0.0,66.742116,0.0,137.80560500000004,38.458195999999994,109.52168500000005,38.46128120194577,109.55151140554837,0.0008056023296545423,0.31869982272047825,0.0003841605857903829,0.151975616356635,16.672420636384324,0.16672420636384325
2010-02-10,9985.0,132693.0,60903.0,MAR 10,2010-03-19,37.0,9922.0,135.0,560.0,JUN 10,2010-06-18,128.0,INDU,0.0015,31.382492000000003,0.0,66.742116,0.0,137.80560500000004,35.359624,106.42311300000004,35.36234963768332,106.45149249680004,0.0008072704935075947,0.3193597556733342,0.0003791082208159935,0.14997687856456884,16.938287710876534,0.16938287710876535
2010-02-11,10110.0,138599.0,63572.0,MAR 10,2010-03-19,36.0,10047.0,119.0,604.0,JUN 10,2010-06-18,127.0,INDU,0.0015,31.382492000000003,0.0,66.742116,0.0,137.80560500000004,35.359624,106.42311300000004,35.362275971799995,106.45127078198128,0.000797309607103891,0.3154191852279129,0.00037910980019661977,0.14997750337448695,16.544168185342595,0.16544168185342595
2010-02-12,10117.0,157876.0,64548.0,MAR 10,2010-03-19,35.0,10054.0,261.0,705.0,JUN 10,2010-06-18,126.0,INDU,0.00154,36.521588,0.0,66.742116,0.0,137.80560500000004,30.220527999999995,101.28401700000003,30.222790342304442,101.31131304258153,0.0007971168927103367,0.3153429465667266,0.00038921950296888497,0.15397694622944902,16.13660003372776,0.1613660003372776
2010-02-16,10241.0,106060.0,64512.0,MAR 10,2010-03-19,31.0,10178.0,306.0,571.0,JUN 10,2010-06-18,122.0,INDU,0.00147,37.504062000000005,0.0,66.742116,0.0,137.80560500000004,29.23805399999999,100.30154300000004,29.239904525167745,100.32652644266895,0.0007873839357868118,0.31149254602555193,0.00037153630302966256,0.14698139460514126,16.45111514204107,0.16451115142041067
2010-02-17,10296.0,103760.0,67168.0,MAR 10,2010-03-19,30.0,10233.0,110.0,556.0,JUN 10,2010-06-18,121.0,INDU,0.0015249999999999,44.68368100000001,0.0,66.742116,0.0,137.80560500000004,22.05843499999999,93.12192400000004,22.059836629723943,93.14578972642518,0.0007836699170900019,0.310023263903737,0.0003854371284759406,0.15248062225421827,15.754264164951875,0.15754264164951876
2010-02-18,10375.0,102175.0,68885.0,MAR 10,2010-03-19,29.0,10311.0,112.0,556.0,JUN 10,2010-06-18,120.0,INDU,0.001645,44.68368100000001,0.0,66.742116,0.0,137.80560500000004,22.05843499999999,93.12192400000004,22.059896524502317,93.1474549274967,0.0006816887152265583,0.26967905217753957,0.00041576434989365474,0.16447820435353375,10.520084782400582,0.10520084782400582
2010-02-19,10378.0,121653.0,70362.0,MAR 10,2010-03-19,28.0,10314.0,451.0,721.0,JUN 10,2010-06-18,119.0,INDU,0.00167,48.38685300000001,0.0,66.742116,0.0,137.80560500000004,18.355262999999987,89.41875200000004,18.356455072358155,89.44343281747915,0.0006816789878019147,0.26967520396559264,0.0004220840648585522,0.16697831137261407,10.269689259297857,0.10269689259297857
2010-02-22,10374.0,79561.0,71909.0,MAR 10,2010-03-19,25.0,10310.0,136.0,701.0,JUN 10,2010-06-18,116.0,INDU,0.00161,48.38685300000001,0.0,66.742116,0.0,137.80560500000004,18.355262999999987,89.41875200000004,18.356289110188527,89.44194623072715,0.0006818142992233156,0.2697287337586743,0.0004069267255535358,0.16098200131788232,10.874673244079197,0.10874673244079197
