strategy,series_id,tenor,regime,N_days,mean_W,median_W,p5_W,p95_W,mean_absW,share_absW_le_5,share_absW_le_10
tips_treas,tips_treas_10y,10,post,190,10.171626260032127,11.429427225783115,-0.5551952680679111,19.188828009252358,10.359876618993392,0.2736842105263158,0.4
tips_treas,tips_treas_10y,10,pre,312,24.083315552201654,23.490105232557575,18.770192897339168,29.214089419139157,24.083315552201654,0.0,0.0
tips_treas,tips_treas_10y,10,relief,250,22.714882891990193,26.3123481566685,0.04825653247131371,31.384954970462122,22.85213226493883,0.108,0.132
tips_treas,tips_treas_2y,2,post,190,11.698582423837403,13.402865873101135,-11.096371141282257,27.824476740651466,14.82638521458558,0.15263157894736842,0.38421052631578945
tips_treas,tips_treas_2y,2,pre,312,16.613716606846122,19.461887054976756,-9.685755969379057,36.83979545024895,19.438699370719583,0.1891025641025641,0.32051282051282054
tips_treas,tips_treas_2y,2,relief,250,16.82386586099529,22.276635067791652,-16.74263887652272,33.689751616938885,21.412045508980864,0.06,0.152
tips_treas,tips_treas_5y,5,post,190,8.7470516682081,9.024111689422973,-0.38398009768025987,16.858775388971623,8.967849322602627,0.22105263157894736,0.5684210526315789
tips_treas,tips_treas_5y,5,pre,312,16.31353854869224,16.787260552553192,6.4369839667909305,24.270456039319544,16.31353854869224,0.009615384615384616,0.22435897435897437
tips_treas,tips_treas_5y,5,relief,250,13.653405149212546,16.151514161769633,-2.080222910555982,22.28122905855334,14.099233380252645,0.168,0.252
