event,window_td,strategy,spec,coef_post,se_post,N,N_dates
2020-04-01,20,cip,TOTAL,-21.91151989657768,10.882873959127958,32,32
2020-04-01,20,cip,DIRECT,-0.9115724823365339,0.35056703664974487,32,32
2020-04-01,60,cip,TOTAL,-7.49542514018829,5.306243166720771,104,104
2020-04-01,60,cip,DIRECT,-21.842386055206383,11.836031620588065,104,104
2021-03-19,20,cip,TOTAL,0.46961413252661655,0.7305811501661316,48,48
2021-03-19,20,cip,DIRECT,0.03786139578445713,0.7055334974565889,48,48
2021-03-19,60,cip,TOTAL,-1.6612820362105891,1.2362453237237359,120,120
2021-03-19,60,cip,DIRECT,-1.2698187731331476,1.6370348187192065,120,120
2021-03-31,20,cip,TOTAL,-0.2641876335232993,0.40704870197097087,32,32
2021-03-31,20,cip,DIRECT,-0.25710637091891897,0.3909951624689015,32,32
2021-03-31,60,cip,TOTAL,-0.2718631285928401,1.4556699792176497,112,112
2021-03-31,60,cip,DIRECT,1.8241258646786773,1.0903193486279312,112,112
