date,spread_2y_bps,spread_5y_bps,spread_10y_bps,spread_20y_bps,sofr,sofr_volume,fed_treasury_holdings,fed_assets,bid_ask_spread,pubout,n_issues,buyback_dummy,refunding_dummy
2010-03-05,6.069112058335591,24.082792169124446,14.733134541577954,24.05132438969997,,,776553.0,2280147.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-06,,,,,,,776553.0,2280147.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-07,,,,,,,776553.0,2280147.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-08,5.0170000483573745,27.98018094757768,16.298678774739926,24.27396825837485,,,776553.0,2280147.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-09,6.409573374595027,24.04030085762176,17.212552548784288,25.348437339878274,,,776553.0,2280147.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-10,4.028226783951979,22.754721287310275,14.73657847630426,24.50080332491615,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-11,2.7277346446896757,19.79965326310173,14.009867879587489,25.951142708646728,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-12,4.31773422135295,19.00540357711921,15.138874394235984,26.679513807761396,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-13,,,,,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-14,,,,,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-15,1.9258256916043734,17.420144029705057,13.8388749637719,26.410534128866743,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-16,0.04720655844447208,17.8742541060939,15.026231033161707,26.428741221491464,,,776591.0,2282474.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-17,-1.0792751173438546,19.86315362944694,17.02512536942976,28.670209770795793,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-18,-0.2375895496586935,19.402686420797437,15.565228009863915,28.117773600637747,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-19,0.6184188904478845,19.074164613581672,17.140124958634487,30.518258452696443,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-20,,,,,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-21,,,,,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-22,0.2274216802144906,18.04035322017893,16.25201526920472,28.464468998072903,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-23,4.510091995386645,17.781125814351185,17.477921757143008,29.59802438837312,,,776629.0,2307997.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-24,-1.0706003089322422,14.554322448572236,12.933146842677445,23.034636354586326,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-25,0.14074688699405158,13.522031319934683,8.99181849925992,20.059096493694256,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-26,1.7830165709420385,14.038934682685237,8.517941620533861,18.489950557229974,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-27,,,,,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-28,,,,,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-29,1.8419327929786249,15.028330122912621,10.349528286386374,18.467026040682754,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-30,5.372846533140418,15.482868003722217,10.560118864868514,18.292063370124424,,,776667.0,2313149.0,0.0390625,3905747.0,180.0,0.0,0.0
2010-03-31,9.043601873741636,18.393104853480224,10.875586921312845,18.837547211969536,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-01,5.941080967899467,19.208111277642104,13.135958506289569,21.044944967778463,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-02,6.096581482486485,20.343389727590647,12.684693671289892,21.1136261566769,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-03,,,,,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-04,,,,,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-05,3.9365817127956433,21.441903902634806,13.6278409533208,22.138376740872218,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-06,3.47810960325657,16.875348289100373,11.080168556154547,16.633077869014983,,,776705.0,2307150.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-07,3.844351314423733,18.66432712806619,13.353795905981485,16.309894183759127,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-08,7.237990286044209,18.505108861015515,13.858712045275979,16.85123858025105,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-09,9.796989083061803,19.273794237371078,16.436165934869962,18.565258706340046,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-10,,,,,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-11,,,,,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-12,7.90572016199809,20.038815747642786,17.736975517337328,18.91283803144404,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-13,6.836329641217716,21.126241042899153,16.61596396051567,19.086688126908086,,,776708.0,2307575.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-14,5.714821143947276,19.226086662680302,16.771292116759582,17.919436697959554,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-15,-1.754378961038583,22.70901579547683,15.057594999352546,17.683962936640967,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-16,-1.5283000082288964,23.162501469429174,15.167547858549995,17.443195867079567,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-17,,,,,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-18,,,,,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-19,-0.06271721936457197,23.89999113578068,14.825001759422037,17.639292192530547,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-20,4.464442424381161,25.449229067215924,15.451319956218981,19.345146202787134,,,776711.0,2339345.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-21,1.865710375328348,25.336431479263695,16.533603407073997,20.513186926069977,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-22,4.382105306366412,23.220828009644663,14.548479148834872,20.731881816418138,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-23,2.4173781849046208,24.6676148782621,15.263194480859,21.29309695803488,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-24,,,,,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-25,,,,,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-26,0.2941961918234597,24.015980143157208,15.654353751972678,21.44195965467992,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-27,0.1753141122540285,28.255142890274442,16.563426851492522,19.7420408236315,,,776714.0,2337556.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-28,1.7718309666503416,24.843394866957965,15.774138049409203,20.554168308672956,,,776717.0,2330472.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-29,2.8735514053623774,24.047585332123106,14.707074218474077,23.033650519048706,,,776717.0,2330472.0,0.0332030000000003,4353931.0,191.0,0.0,0.0
2010-04-30,10.734321767502664,25.2390178858941,15.85693435382177,23.392980220025038,,,776717.0,2330472.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-01,,,,,,,776717.0,2330472.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-02,,,,,,,776717.0,2330472.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-03,8.724762608072211,27.760143733166473,16.92065315414436,26.00932806942734,,,776717.0,2330472.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-04,12.4835440020954,29.371491484786446,17.24092642882755,25.822721831096885,,,776717.0,2330472.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-05,10.44281385638834,30.871570218173872,15.582930505355648,26.074479905384692,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-06,12.161741935277078,34.16161602390221,14.82687245470737,24.642949149056278,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-07,14.513956346553499,33.74410685055062,20.159539339457126,31.727750525811757,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-08,,,,,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-09,,,,,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-10,14.120452272843309,31.85680800224634,21.24747992140243,29.583861870681176,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-11,16.91763022800386,34.889992080415794,21.859773018313433,30.002081384239432,,,776749.0,2326164.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-12,16.91610800215848,32.85779092979226,21.41652731240339,30.771286337185586,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-13,18.968392422429318,32.92203829936335,20.527386167061877,27.654845131241984,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-14,18.466348150090184,36.56621875796742,21.92881762609568,30.37124819966317,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-15,,,,,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-16,,,,,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-17,14.81064007115451,36.18684428222883,20.90785759415462,27.677782424080362,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-18,16.916812530325387,38.375796486360684,20.68767985461409,26.786964321747746,,,776792.0,2336103.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-19,16.219024469590337,38.951081764673205,22.671906352580436,28.452452113270056,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-20,17.054569580383657,41.497889260406765,22.81513826023263,29.784358258200257,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-21,33.40104130100441,45.282016305927556,25.014962846756646,36.57085999163587,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-22,,,,,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-23,,,,,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-24,36.4486890929916,46.442662966617036,28.013183400163996,36.53615941819237,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-25,54.17183333209951,56.288281773879675,35.80451906885605,39.36151886680284,,,776834.0,2350890.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-26,21.86553901932342,44.700204662124776,32.88565764159256,37.70017094218758,,,776877.0,2334041.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-27,28.55823809302605,40.41462142402975,33.63292925278705,30.92632100851756,,,776877.0,2334041.0,0.0410155000000003,4310961.0,189.0,0.0,0.0
2010-05-28,28.122767241045565,47.051717881052554,32.137419169280236,37.4186713358182,,,776877.0,2334041.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-05-29,,,,,,,776877.0,2334041.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-05-30,,,,,,,776877.0,2334041.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-05-31,,,,,,,776877.0,2334041.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-01,28.464684260796076,43.836637441474494,31.37835702654803,34.006175568386254,,,776877.0,2334041.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-02,29.204487291418772,42.88262474267279,33.4773801838528,36.30992135943421,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-03,26.467606198254956,42.06347168466351,29.399058911956388,31.29751777371405,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-04,27.647656249281127,40.55466831174749,33.06834510758972,31.784478806933237,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-05,,,,,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-06,,,,,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-07,25.329273652912036,40.23511152265735,31.46174240713509,29.59020314927892,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-08,30.4969623719642,43.32050223462281,34.30669202616917,32.812138508646626,,,776913.0,2336216.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-09,23.550568208110533,40.760456464241656,32.65652890573682,27.675677219110014,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-10,24.446349189792826,37.58228864876759,32.54522963969106,27.2074311788017,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-11,24.756813676736215,38.39786765952314,32.248284117080175,27.68833440103259,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-12,,,,,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-13,,,,,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-14,24.999138697041616,35.50593749497733,32.153305519582204,28.012473873828526,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-15,23.157387204242312,33.82978648756696,31.441907113265415,28.254506309703913,,,776932.0,2331529.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-16,21.46294223068557,35.07710837479917,26.561130587334787,28.092542194670955,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-17,19.922301852037805,31.517744303934933,28.41984873424019,28.342587318086487,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-18,16.82652430323506,27.509546021535783,27.16381105803299,28.913945974708952,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-19,,,,,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-20,,,,,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-21,20.309675741345686,27.354130373449237,27.181596985124145,26.09124257799249,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-22,16.061040100567865,29.391116947696815,27.256272174314176,24.01090335953478,,,776951.0,2344316.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-23,23.5543213389211,31.206076510210664,32.094588252671315,27.30916058137467,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-24,26.200309341193318,35.533105307548055,31.53098576088587,27.575898442104858,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-25,23.69694395012668,39.84608362708198,30.07079798030162,28.139025629216917,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-26,,,,,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-27,,,,,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-28,27.225195023452542,39.69028405530483,32.71434461249447,28.754969046058648,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-29,18.52861715575304,39.702409528006285,33.6019511410002,27.281121435034322,,,776970.0,2344497.0,0.0371092500000003,4293998.0,188.0,0.0,0.0
2010-06-30,17.387943885966976,40.143978616284926,33.22701248305913,30.90071492885653,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-01,29.112270482343213,40.311438771414316,38.388076367643635,37.48994212869229,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-02,32.488582756153846,39.692728088445136,36.850740539271555,34.3320341413156,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-03,,,,,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-04,,,,,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-05,,,,,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-06,31.790266673326066,39.80794745616524,36.58222173089422,35.89554629598308,,,776989.0,2330851.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-07,32.06399802368587,40.667470530504346,37.35812697604143,35.83052629747783,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-08,31.375013230667818,40.336293989371455,34.54849484083144,33.70856287472577,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-09,33.063986414818544,38.23050779207637,34.03781017863764,33.40048952834576,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-10,,,,,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-11,,,,,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-12,32.370474639942245,37.42584426239091,34.840626642902464,31.895040336631325,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-13,23.50302543169036,35.059936295234195,35.02166531812679,31.25502302780967,,,776997.0,2332017.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-14,31.285651146502055,37.539941219237875,32.37401803175999,33.48710480418623,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-15,28.913816090427872,36.9557273293797,33.79686150823295,36.212281966052615,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-16,34.746404528929176,38.22828552949133,32.47441792561648,33.80797672756671,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-17,,,,,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-18,,,,,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-19,28.89783365347398,37.73978035147118,32.17394459015259,34.34113979635225,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-20,27.276713702388818,35.352116626856684,33.55332338281778,34.509637533337525,,,777005.0,2340717.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-21,31.492799312258228,36.831361957192485,34.77590064953739,34.65134407030229,,,777013.0,2332322.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-22,24.319641412269277,34.43235652858644,30.686536418409503,34.64172004708831,,,777013.0,2332322.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-23,24.3437270299074,36.91600091032086,29.737413578534415,35.166789983773754,,,777013.0,2332322.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
2010-07-24,,,,,,,777013.0,2332322.0,0.0429686250000003,4783444.0,198.0,0.0,0.0
