strategy,tenor,N_days,mean_absW,median_absW,share_absW_le_5,share_absW_le_10
ust_spot_fut,10,251,817.4581230633024,680.8666666666668,0.00398406374501992,0.00398406374501992
ust_spot_fut,2,251,755.6239043824701,709.1666666666667,0.0,0.0
ust_spot_fut,5,251,767.8420097388225,699.2555555555555,0.00398406374501992,0.00796812749003984
