event,window,tenor,spec,estimate,se,ci_low,ci_high,N
2020-04-01,20,2,TOTAL,5.667645174349618,3.56958806999488,-1.3287474428403474,12.664037791539583,41
2020-04-01,20,2,DIRECT,5.644766977028411,3.669450005750685,-1.5473550342429316,12.836888988299753,41
2020-04-01,20,5,TOTAL,0.8425541427330314,2.0570365430010646,-3.189237481549055,4.874345767015118,41
2020-04-01,20,5,DIRECT,1.497201708068082,1.9586017931489488,-2.3416578065038576,5.336061222640021,41
2020-04-01,20,10,TOTAL,0.4084430980665852,2.7411567345687935,-4.96422410168825,5.78111029782142,41
2020-04-01,20,10,DIRECT,0.22053510602814352,2.9665751770074666,-5.593952240906491,6.035022452962778,41
2020-04-01,20,20,TOTAL,1.5354276849585697,1.9641756554946137,-2.314356599810873,5.3852119697280125,41
2020-04-01,20,20,DIRECT,5.526230942188546,3.2333714977332813,-0.8111771933686853,11.863639077745777,41
2020-04-01,60,2,TOTAL,6.29739844374071,3.463306310420117,-0.4906819246827192,13.08547881216414,121
2020-04-01,60,2,DIRECT,-2.0010709630622787,4.4359810325808215,-10.69559378692069,6.693451860796131,121
2020-04-01,60,5,TOTAL,4.787449333856246,1.6310327751998932,1.5906250944644555,7.984273573248037,121
2020-04-01,60,5,DIRECT,-0.2095463634688728,1.9011513245737282,-3.93580295963338,3.5167102326956345,121
2020-04-01,60,10,TOTAL,3.6803615863080505,1.1719034546149112,1.3834308152628245,5.977292357353276,121
2020-04-01,60,10,DIRECT,0.3385190420510007,2.087914995928037,-3.7537943499679516,4.430832434069953,121
2020-04-01,60,20,TOTAL,5.223510512581715,1.1445277193933923,2.9802361825706662,7.466784842592764,121
2020-04-01,60,20,DIRECT,5.937426403566718,3.6012169935945884,-1.120958903878675,12.995811711012111,121
2021-03-19,20,2,TOTAL,4.329672856038769,1.8467001943304404,0.710140475151106,7.949205236926432,41
2021-03-19,20,2,DIRECT,3.1094026276098425,1.1948577577021982,0.767481422513534,5.4513238327061515,41
2021-03-19,20,5,TOTAL,0.4615049900919575,1.6189161657096391,-2.7115706946989353,3.63458067488285,41
2021-03-19,20,5,DIRECT,-0.09917764109389804,1.6873963350224923,-3.406474457737983,3.2081191755501868,41
2021-03-19,20,10,TOTAL,-2.853508748355974,1.259542235284646,-5.322211529513879,-0.3848059671980679,41
2021-03-19,20,10,DIRECT,-2.1772387353636304,1.2917065085231225,-4.708983492068951,0.3545060213416895,41
2021-03-19,20,20,TOTAL,-3.091330881315935,0.8503129585807568,-4.757944280134218,-1.4247174824976516,41
2021-03-19,20,20,DIRECT,-2.8694723152479753,0.8211750012132712,-4.478975317625987,-1.2599693128699636,41
2021-03-19,60,2,TOTAL,-0.8027491669157716,6.980068712965917,-14.483683844328969,12.878185510497424,121
2021-03-19,60,2,DIRECT,4.860973299478488,4.528042162459669,-4.013989338942464,13.73593593789944,121
2021-03-19,60,5,TOTAL,-2.255765153132042,1.9288899498643124,-6.036389454866095,1.5248591486020104,121
2021-03-19,60,5,DIRECT,-0.24188717539572746,1.262033900259544,-2.715473619904434,2.231699269112979,121
2021-03-19,60,10,TOTAL,-11.100228732228253,3.139539731230696,-17.253726605440416,-4.946730859016088,121
2021-03-19,60,10,DIRECT,-6.195255857701732,1.899440467157764,-9.918159173330949,-2.4723525420725148,121
2021-03-19,60,20,TOTAL,-6.0131021963894575,2.197934203523265,-10.321053235295057,-1.7051511574838587,121
2021-03-19,60,20,DIRECT,-2.6023572497059138,1.3083276077313004,-5.166679360859263,-0.038035138552564796,121
2021-03-31,20,2,TOTAL,-3.9538484183396774,1.5317096959185972,-6.955999422340128,-0.9516974143392272,41
2021-03-31,20,2,DIRECT,-3.5348020387644654,1.6963931500190812,-6.8597326128018645,-0.2098714647270663,41
2021-03-31,20,5,TOTAL,-1.047078916567117,1.1673972695341601,-3.335177564854071,1.2410197317198366,41
2021-03-31,20,5,DIRECT,-0.3934632883441851,1.1598503403717406,-2.666769955472797,1.8798433787844266,41
2021-03-31,20,10,TOTAL,3.517279870224332,2.256903569106592,-0.9062511252245882,7.940810865673252,41
2021-03-31,20,10,DIRECT,2.63877647485107,2.537506248884768,-2.3347357729630747,7.612288722665214,41
2021-03-31,20,20,TOTAL,4.841988208229268,1.4106280234365756,2.07715728229358,7.606819134164956,41
2021-03-31,20,20,DIRECT,4.831959621278196,1.6772795351301406,1.5444917324231207,8.119427510133272,41
2021-03-31,60,2,TOTAL,5.893160358518977,6.319617327233036,-6.493289602857774,18.279610319895728,121
2021-03-31,60,2,DIRECT,9.017891794675478,3.255061666443308,2.6379709284465944,15.39781266090436,121
2021-03-31,60,5,TOTAL,-0.7372871168577938,2.9073110344546773,-6.435616744388962,4.961042510673374,121
2021-03-31,60,5,DIRECT,0.5882878693321449,1.1489865367207313,-1.6637257426404883,2.8403014813047784,121
2021-03-31,60,10,TOTAL,-1.038720527863187,5.451806145569024,-11.724260573178475,9.6468195174521,121
2021-03-31,60,10,DIRECT,1.4912241078566864,2.1084848931193467,-2.6414062826572335,5.623854498370606,121
2021-03-31,60,20,TOTAL,3.280033276423505,2.9429925861056434,-2.488232192343556,9.048298745190566,121
2021-03-31,60,20,DIRECT,4.495016295147293,1.8995295378045285,0.7719384010504173,8.21809418924417,121
