strategy,series_id,tenor,regime,N_days,mean_W,median_W,p5_W,p95_W,mean_absW,share_absW_le_5,share_absW_le_10
eq_spot_fut,eq_INDU,index,post,189,58.64966500157011,52.25801214992896,37.62937160241477,85.1561411635406,58.64966500157011,0.0,0.0
eq_spot_fut,eq_INDU,index,pre,310,35.683122556184045,30.636332259314386,3.2723876518277497,70.7534877057228,36.34675321025536,0.03870967741935484,0.08387096774193549
eq_spot_fut,eq_INDU,index,relief,248,56.257200898566005,46.359321534041726,18.636589289827615,114.49679446317802,56.257200898566005,0.0,0.0
