strategy,term,coef,se,N
eq_spot_fut,const,2.0255930687432064,1.956148730508925,52
eq_spot_fut,relief,-10.385719894770606,6.695320639356842,52
eq_spot_fut,relief_x_exempt,-9.99395553211891,6.104635696456891,52
eq_spot_fut,relief_x_util,-8.704141497997394,5.607089758247674,52
eq_spot_fut,d_VIX,0.7519077348394195,0.3267204687097923,52
eq_spot_fut,d_HY_OAS,31.128811552602933,8.809572709479351,52
eq_spot_fut,d_BAA10Y,-21.901706875845978,25.240506506005694,52
eq_spot_fut,d_issu_7_bil,9.976674007621717e-15,1.0784855732729687e-14,52
eq_spot_fut,d_issu_14_bil,0.31168351591418403,0.12490808542953112,52
eq_spot_fut,d_issu_30_bil,-0.3351620053688024,0.19433002689137582,52
eq_spot_fut,d_SOFR,-2.85741877830955,1.5424009509965069,52
eq_spot_fut,d_spr_tgcr,-0.039692320579295254,0.06032073413268683,52
